jahr,geber,politikbereich,betrag,plz,name
2014,16,02,1787,143,A & QUA GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2014,16,02,1787,143,A & QUA GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2014,16,02,1442,143,A & QUA GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2014,16,02,16504,143,A & QUA GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2014,16,02,9312,143,A & QUA GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2014,16,02,4632,143,A & QUA GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2014,16,02,18623,143,A & QUA GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2014,16,02,4632,143,A & QUA GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2014,16,02,13944,143,A & QUA GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,31586,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,70552,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,1719,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,31380,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,428,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,10801,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,14943,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,5800,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,17468,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,81513,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,43448,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,32739,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2016,16,02,25793,143,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,18294,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,33740,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,16577,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,8939,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,2767,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,2786,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,3126,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,36606,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,1508,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,5480,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,20713,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,7356,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,21398,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,1576,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,4757,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,7868,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,20487,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,22860,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2011,23,02,72675,23,A & Qua GmbH Gesellschaft für Bildung, Arbeit und Qualifizierung
2014,28,28,5125,12,A & S Umann GmbH
2014,28,28,2739,12,A & S Umann GmbH
2009,29,28,26873,22,A Company Consulting & Licensing AG
2010,29,28,86450,145,a prima vista Teams und TechnikGmbH & Co. KG
2012,16,02,4670,246,a&d GmbH, analoges & digitales Schulungszentrum
2012,16,02,34720,246,a&d GmbH, analoges & digitales Schulungszentrum
2012,16,02,1558,246,a&d GmbH, analoges & digitales Schulungszentrum
2013,16,02,89280,246,a&d GmbH, analoges & digitales Schulungszentrum
2014,16,02,24552,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,52464,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,56287,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,10774,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,26232,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,5948,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,5503,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,6171,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,12844,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,9462,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,13507,246,a&d GmbH, analoges & digitales Schulungszentrum
2009,23,02,29109,246,a&d GmbH, analoges & digitales Schulungszentrum
2010,23,02,17802,246,a&d GmbH, analoges & digitales Schulungszentrum
2010,23,02,75635,246,a&d GmbH, analoges & digitales Schulungszentrum
2010,23,02,8114,246,a&d GmbH, analoges & digitales Schulungszentrum
2010,23,02,10492,246,a&d GmbH, analoges & digitales Schulungszentrum
2010,23,02,31316,246,a&d GmbH, analoges & digitales Schulungszentrum
2011,23,02,24591,246,a&d GmbH, analoges & digitales Schulungszentrum
2010,23,02,13202,143,A&QUA gGmbH gemeinnützige Gesellschaft für Bildung, Arbeit und und Qualifizierung
2010,23,02,28107,143,A&QUA gGmbH gemeinnützige Gesellschaft für Bildung, Arbeit und und Qualifizierung
2010,23,02,63208,143,A&QUA gGmbH gemeinnützige Gesellschaft für Bildung, Arbeit und und Qualifizierung
2010,23,02,28855,143,A&QUA gGmbH gemeinnützige Gesellschaft für Bildung, Arbeit und und Qualifizierung
2010,23,02,2627,143,A&QUA gGmbH gemeinnützige Gesellschaft für Bildung, Arbeit und und Qualifizierung
2010,23,02,3678,143,A&QUA gGmbH gemeinnützige Gesellschaft für Bildung, Arbeit und und Qualifizierung
2010,23,02,4077,143,A&QUA gGmbH gemeinnützige Gesellschaft für Bildung, Arbeit und und Qualifizierung
2009,23,02,28287,143,A&QUA gGmbH  
2009,23,02,7017,143,A&QUA gGmbH  
2009,23,02,6720,143,A&QUA gGmbH  
2009,23,02,105973,143,A&QUA gGmbH  
2009,23,02,72400,143,A&QUA gGmbH  
2009,23,02,27120,143,A&QUA gGmbH  
2009,23,02,37832,143,A&QUA gGmbH  
2009,23,02,17339,143,A&QUA gGmbH  
2009,23,02,2907,143,A&QUA gGmbH  
2009,23,02,2627,143,A&QUA gGmbH  
2009,23,02,46412,143,A&QUA gGmbH  
2009,23,02,28330,143,A&QUA gGmbH  
2009,23,02,3436,143,A&QUA gGmbH  
2009,23,02,24002,143,A&QUA gGmbH  
2009,23,02,11416,143,A&QUA gGmbH  
2009,23,02,6720,143,A&QUA gGmbH  
2009,23,02,15641,143,A&QUA gGmbH  
2009,23,02,21577,143,A&QUA gGmbH  
2009,23,02,2529,143,A&QUA gGmbH  
2009,23,02,2925,143,A&QUA gGmbH  
2009,23,02,3935,143,A&QUA gGmbH  
2009,23,02,4200,143,A&QUA gGmbH  
2010,23,02,1357,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,30436,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,17525,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,18704,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,24942,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,30266,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,16709,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,6916,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,6856,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,7127,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,52275,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,29494,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,141386,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,21624,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,10378,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,46236,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,26008,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,6982,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2010,23,02,36598,143,A&QUA GmbH, Gesellschaft für Bildung,Arbeit und Qualifizierung
2012,28,28,7250,210,A. Baur Pharma GmbH & Co. KG
2013,28,28,33700,210,A. Baur Pharma GmbH & Co. KG
2014,28,28,20000,210,A. Baur Pharma GmbH & Co. KG
2015,28,28,30000,210,A. Baur Pharma GmbH & Co. KG
2012,28,28,4830,195,A. Kaymaz
2011,29,28,18450,217,A. R. T. Photonics GmbH
2015,16,02,3199,290,A.A.A. THILOS GmbH Reparaturservice für Haushaltsgeräte
2016,16,02,1600,290,A.A.A. THILOS GmbH Reparaturservice für Haushaltsgeräte
2012,16,02,7896,70,A.M.M. Aktionszentrum Multi Media GmbH
2009,23,02,2700,70,A.M.M. Aktionszentrum Multi Media GmbH
2009,23,02,9729,70,A.M.M. Aktionszentrum Multi Media GmbH
2009,23,02,6297,70,A.M.M. Aktionszentrum Multi Media GmbH
2009,23,02,4786,70,A.M.M. Aktionszentrum Multi Media GmbH
2010,23,02,1557,70,A.M.M. Aktionszentrum Multi Media GmbH
2010,23,02,6155,70,A.M.M. Aktionszentrum Multi Media GmbH
2010,23,02,3793,70,A.M.M. Aktionszentrum Multi Media GmbH
2010,23,02,2125,70,A.M.M. Aktionszentrum Multi Media GmbH
2010,23,02,2783,70,A.M.M. Aktionszentrum Multi Media GmbH
2010,23,02,1655,70,A.M.M. Aktionszentrum Multi Media GmbH
2011,23,02,10295,70,A.M.M. Aktionszentrum Multi Media GmbH
2011,23,02,18958,70,A.M.M. Aktionszentrum Multi Media GmbH
2011,23,02,11520,70,A.M.M. Aktionszentrum Multi Media GmbH
2014,28,28,20000,293,A.V.E. Energieberatung & Planungs GmbH
2016,28,28,20000,293,A.V.E. Energieberatung & Planungs GmbH
2012,28,28,20000,293,A.V.E. Energieberatungs- und Planungsgesellschaft mbH
2010,29,28,18450,293,A.V.E. Energieberatungs- undPlanungsgesellschaft mbH
2013,17,14,25000,164,Aalem el Atfal - Welt der Kinder e.V.
2013,28,28,823950,164,aap Implantate AG
2014,28,28,20000,164,aap Implantate AG
2014,28,28,20000,164,aap Implantate AG
2010,29,28,450850,164,aap Implantate AG
2016,28,28,2800,10,Aaron GmbH
2016,28,28,4200,10,Aaron GmbH
2016,28,28,1800,73,Aaron GmbH
2010,29,28,480290,109,AB Diagnostic Systems GmbH
2015,16,02,1066,85,Abacon UG (haftungsbeschränkt)
2012,28,28,20000,145,Abado GmbH
2012,28,28,20000,145,Abado GmbH
2013,28,28,20000,145,Abado GmbH
2013,28,28,20000,145,Abado GmbH
2016,16,02,198195,279,ABB Ausbildungszentrum Berlin gemeinnützige GmbH
2016,16,02,129250,279,ABB Ausbildungszentrum Berlin gemeinnützige GmbH
2016,16,02,154627,279,ABB Ausbildungszentrum Berlin gemeinnützige GmbH
2014,28,28,12284748,279,ABB Ausbildungszentrum Berlin gemeinnützige GmbH
2016,28,28,16784748,279,ABB Ausbildungszentrum Berlin gemeinnützige GmbH
2014,16,02,208382,279,ABB Training Center GmbH & Co. KG
2015,16,02,249869,279,ABB Training Center GmbH & Co. KG
2015,16,02,177124,279,ABB Training Center GmbH & Co. KG
2012,16,02,2629,160,ABBV GmbH
2012,16,02,68861,160,ABBV GmbH
2012,16,02,34936,160,ABBV GmbH
2012,16,02,24255,160,ABBV GmbH
2012,16,02,423,160,ABBV GmbH
2013,16,02,70121,160,ABBV GmbH
2013,16,02,101790,160,ABBV GmbH
2013,16,02,233534,160,ABBV GmbH
2013,16,02,68544,160,ABBV GmbH
2014,16,02,78896,160,ABBV GmbH
2014,16,02,29326,160,ABBV GmbH
2014,16,02,75337,160,ABBV GmbH
2014,16,02,24743,160,ABBV GmbH
2015,16,02,23031,160,ABBV GmbH
2015,16,02,60073,160,ABBV GmbH
2015,16,02,79069,160,ABBV GmbH
2015,16,02,43376,160,ABBV GmbH
2015,16,02,104860,160,ABBV GmbH
2015,16,02,41895,160,ABBV GmbH
2015,16,02,41895,160,ABBV GmbH
2015,16,02,31948,160,ABBV GmbH
2016,16,02,15968,160,ABBV GmbH
2016,16,02,26493,160,ABBV GmbH
2016,16,02,22542,160,ABBV GmbH
2016,16,02,9368,160,ABBV GmbH
2016,16,02,29032,160,ABBV GmbH
2016,16,02,29032,160,ABBV GmbH
2016,16,02,38979,160,ABBV GmbH
2016,16,02,24049,160,ABBV GmbH
2011,23,02,7912,160,ABBV GmbH
2011,23,02,20000,160,ABBV GmbH
2011,23,02,8182,160,ABBV GmbH
2011,23,02,18194,160,ABBV GmbH
2011,23,02,32288,160,ABBV GmbH
2009,23,02,28619,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2009,23,02,24117,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2009,23,02,87999,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2009,23,02,74368,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2010,23,02,37346,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2010,23,02,6316,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2010,23,02,26880,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2010,23,02,4457,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2010,23,02,89999,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2010,23,02,2880,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2010,23,02,4451,160,ABBV GmbH - Akademie für Bildung, Beruf und Verkehr
2013,17,14,71916,92,ABC Kindergarten gUG
2014,07,17,1311,309,ABC Schülerclub Frohnau e .V.
2012,04,23,1200,248,ABC Zentrum Berlin e. V.
2013,04,23,1600,248,ABC Zentrum Berlin e. V.
2014,04,23,2460,248,ABC Zentrum Berlin e. V.
2014,22,21,695,248,ABC Zentrum Berlin e. V.
2016,22,21,774,248,ABC Zentrum Berlin e. V.
2016,22,21,550,248,ABC Zentrum Berlin e. V.
2009,29,28,11240,161,ABEX Blechbearbeitungs GmbH
2012,28,28,5100,145,abitare Tischlerei GmbH
2013,28,28,5570,145,Abitare Tischlerei GmbH
2014,28,28,59500,120,Abitare Tischlerei GmbH
2012,28,28,782320,217,ABiTEP GmbH
2014,28,28,5000,217,ABiTEP GmbH
2016,28,28,14700,217,ABiTEP GmbH
2009,29,28,3570,217,ABiTEP GmbH
2010,29,28,49260,217,ABiTEP GmbH
2014,22,21,292,173,ABK - Berlin e. V. (ALLGEMEINER BUDO- u. KAMPFSPORTVEREIN BERLIN e. V.)
2016,22,21,159,189,ABK - Berlin e. V. (ALLGEMEINER BUDO- u. KAMPFSPORTVEREIN BERLIN e. V.)
2009,29,28,29760,12,Ableton AG
2012,28,28,20000,53,AboutLocal GmbH
2012,16,01,65000,154,ABqueer e. V.
2013,16,01,65000,154,ABqueer e. V.
2014,16,01,75710,154,ABqueer e. V.
2015,16,01,78210,154,ABqueer e. V.
2016,16,01,79846,154,ABqueer e. V.
2009,23,01,60000,207,ABqueer e. V.
2010,23,01,65000,207,ABqueer e. V.
2011,23,01,138000,207,ABqueer e. V.
2012,16,02,8554,31,ABS 'Brücke' GmbH
2013,16,02,24159,31,ABS 'Brücke' GmbH
2009,23,02,571,31,ABS 'Brücke' GmbH
2009,23,02,1658,31,ABS 'Brücke' GmbH
2009,23,02,19711,31,ABS 'Brücke' GmbH
2010,23,02,18068,31,ABS 'Brücke' GmbH
2011,23,02,9919,31,ABS 'Brücke' GmbH
2014,16,02,11000,223,ABS Akademie Berlin - Schmökwitz GmbH für Wirtschaft und Verwaltung
2014,16,02,23541,223,ABS Akademie Berlin - Schmökwitz GmbH für Wirtschaft und Verwaltung
2014,16,02,2545,223,ABS Akademie Berlin - Schmökwitz GmbH für Wirtschaft und Verwaltung
2013,16,02,53799,223,ABS Akademie Berlin Schmökwitz GmbH, für Wirtschaft und Verwaltung
2011,29,28,18450,215,abs concept gmbh berlin
2011,29,28,3000,215,abs concept GmbH Berlin
2016,28,28,3000,79,ABS Fahrzeugtechnik GmbH
2015,16,02,6327,134,absent friends e. V.
2012,28,28,20000,53,Absolventa GmbH
2012,28,28,28850,53,Absolventa GmbH
2012,28,28,553982,53,Absolventa GmbH
2013,28,28,20000,53,Absolventa GmbH
2014,28,28,20000,53,Absolventa GmbH
2014,28,28,20000,53,Absolventa GmbH
2015,28,28,20000,53,Absolventa GmbH
2016,28,28,20000,10,Absolventa GmbH
2010,29,28,18450,53,Absolventa GmbH
2010,29,28,18450,53,Absolventa GmbH
2010,29,28,365233,53,Absolventa GmbH
2011,29,28,18450,53,Absolventa GmbH
2011,29,28,18450,53,Absolventa GmbH
2012,16,02,3000,210,ABT gemeinnützige Erwerbsgesellschaft mbH
2012,16,02,2253,210,ABT gemeinnützige Erwerbsgesellschaft mbH
2012,16,02,38070,210,ABT gemeinnützige Erwerbsgesellschaft mbH
2012,16,02,2666,210,ABT gemeinnützige Erwerbsgesellschaft mbH
2012,16,02,22769,210,ABT gemeinnützige Erwerbsgesellschaft mbH
2012,16,02,38310,210,ABT gemeinnützige Erwerbsgesellschaft mbH
2012,16,02,56841,210,ABT gemeinnützige Erwerbsgesellschaft mbH
2013,16,02,57600,210,ABT gGmbH - Akademie für berufliches Training
2013,16,02,57600,210,ABT gGmbH - Akademie für berufliches Training
2013,16,02,57600,210,ABT gGmbH - Akademie für berufliches Training
2013,16,02,56600,210,ABT gGmbH - Akademie für berufliches Training
2013,16,02,51840,210,ABT gGmbH - Akademie für berufliches Training
2013,16,02,36480,210,ABT gGmbH - Akademie für berufliches Training
2013,16,02,52223,210,ABT gGmbH - Akademie für berufliches Training
2013,16,02,135360,210,ABT gGmbH - Akademie für berufliches Training
2013,16,02,156000,210,ABT gGmbH - Akademie für berufliches Training
2014,16,02,39982,210,ABT gGmbH - Akademie für berufliches Training
2014,16,02,36860,210,ABT gGmbH - Akademie für berufliches Training
2014,16,02,37900,210,ABT gGmbH - Akademie für berufliches Training
2014,16,02,36151,210,ABT gGmbH - Akademie für berufliches Training
2014,16,02,36650,210,ABT gGmbH - Akademie für berufliches Training
2014,16,02,27849,210,ABT gGmbH - Akademie für berufliches Training
2014,16,02,77100,210,ABT gGmbH - Akademie für berufliches Training
2015,16,02,51398,210,ABT gGmbH - Akademie für berufliches Training
2015,16,02,25628,210,ABT gGmbH - Akademie für berufliches Training
2015,16,02,40000,210,ABT gGmbH - Akademie für berufliches Training
2015,16,02,32449,210,ABT gGmbH - Akademie für berufliches Training
2015,16,02,45388,210,ABT gGmbH - Akademie für berufliches Training
2015,16,02,44529,210,ABT gGmbH - Akademie für berufliches Training
2016,16,02,15829,54,ABT gGmbH - Akademie für berufliches Training
2016,16,02,31479,54,ABT gGmbH - Akademie für berufliches Training
2016,16,02,22439,54,ABT gGmbH - Akademie für berufliches Training
2016,16,02,9720,54,ABT gGmbH - Akademie für berufliches Training
2016,16,02,20746,54,ABT gGmbH - Akademie für berufliches Training
2016,16,02,2506,54,ABT gGmbH - Akademie für berufliches Training
2016,16,02,39563,54,ABT gGmbH - Akademie für berufliches Training
2016,16,02,5577,54,ABT gGmbH - Akademie für berufliches Training
2009,23,02,10934,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,12107,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,6960,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,31972,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,9544,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,12972,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,29500,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,11000,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,25871,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,12127,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,7497,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,12972,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,12741,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2009,23,02,69120,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,157,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,157,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,25581,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,6587,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,17718,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,31346,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,417,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,13267,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,14160,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,15311,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,3074,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,28600,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,30000,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,25800,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,1873,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,22492,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,12260,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,16320,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,11972,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
2010,23,02,12000,210,ABT gGmbH Arbeitsförderungs- und Bildungszentrum in Treptow
